OCN,Org Name,CN,Cert
"1784","Segra","Segra SHAKEN Cert 1784","https://cdn-cr.cgah.tnsi.com/certs/cc9fae904b0b72958a4bbbcb4c068c738dd67f1c"
"1882","Fidelity Communications","Fidelity Communications SHAKEN Cert 1882","https://cdn-cr.cgah.tnsi.com/certs/514fb1f7a1891a792528e0cf023b424c55ddb2cd"
"2071","Five Area Telephone Cooperative","Five Area Telephone SHAKEN Cert 2071","https://cdn-cr.cgah.tnsi.com/certs/738466bb39439e11398346bd5b0156a486803683"
"2083","GVTC","GVTC SHAKEN Cert 2083","https://cdn-cr.cgah.tnsi.com/certs/a70b8342bea83705a949f5a735ece0be083dfa88"
"2159","Valley Telephone Cooperative Inc / VTX1","Valley Telephone Cooperative Inc / VTX1 SHAKEN 2159","https://cdn-cr.cgah.tnsi.com/certs/4cd5b91a833e4ccd9c7f4dabacdd26e85cddf71d"
"2231","Project Mutual","Project Mutual SHAKEN Cert 2231","https://cdn-cr.cgah.tnsi.com/certs/d4e575ce3348a47b80616aae48c240808772df2d"
"2235","Blackfoot Communications","Blackfoot Communications SHAKEN Cert 2235","https://cdn-cr.cgah.tnsi.com/certs/bc1696dd44b2d632822353b64e87d310d5fd7bf4"
"2255","3 Rivers Communications","3 Rivers Communications SHAKEN Cert 2255","https://cdn-cr.cgah.tnsi.com/certs/b88b96ada796369ea38b5f4a4d83851f50560e74"
"2296","Tri-County Telephone West Association Inc","Tri-County Telephone Association Inc SHAKEN Cert 2296","https://cdn-cr.cgah.tnsi.com/certs/c922d160f5aad33c2cea724103d89f2b01a99522"
"2296","Tri-County Telephone Association Inc","Tri-County Telephone Association Inc SHAKEN 2296","https://cdn-cr.cgah.tnsi.com/certs/fc814f27a21fdad908dbcc161b8410f3d229e371"
"2297","Union Telephone Company","Union Telephone Company SHAKEN 2297","https://cdn-cr.cgah.tnsi.com/certs/15af00a5f4965617a4b01a66dfa46df0c93f7da0"
"2297","Union Telephone Company","Union Telephone Company SHAKEN Cert 2297","https://cdn-cr.cgah.tnsi.com/certs/79b04ced7278d55340ae248b065543b91d3c6ed3"
"2452","Whidbey Telephone Company","Whidbey Telephone Company SHAKEN Cert 2452","https://cdn-cr.cgah.tnsi.com/certs/4b8c18a5a68450eb480b9727e86382fdaa4afa66"
"250A","Chariton Valley Communications Corporation","Chariton Valley SHAKEN 250A","https://cdn-cr.cgah.tnsi.com/certs/5059f73c1bde1cdf7d280f005cc7a0ba008c1e59"
"2737","702 Communications","702 Communications SHAKEN Cert 2737","https://cdn-cr.cgah.tnsi.com/certs/dd6b11ece7734be2f2b5742bfee300774c703397"
"2891","Aeneas Communications ","Aeneas Communications SHAKEN Cert 2891","https://cdn-cr.cgah.tnsi.com/certs/25d9b4b15a9c7d0d8358bd9eb307a6ebbd8b7d00"
"308H","Crosstel Tandem Inc Holston","Crosstel Tandem Inc Holston Shaken Cert 308H ","https://cdn-cr.cgah.tnsi.com/certs/2411390577fae283ff16682fc3c75cb0597b918e"
"355D","American Broadband","American Broadband SHAKEN Cert 355D","https://cdn-cr.cgah.tnsi.com/certs/f786e53509092c8a45b19b7dcd6886b5316d333b"
"357H","Crosstel Tandem Inc SEPB","Crosstel Tandem Inc SEPB SHAKEN Cert 357H","https://cdn-cr.cgah.tnsi.com/certs/15812c8f761ade70a623766b81fb851b88f684b3"
"433E","Sonic","Sonic Telecom SHAKEN 433E","https://crs.qcall.sonic.net/certs/Sonic2024certchain.crt"
"472C","Everstream","Everstream SHAKEN Cert 472C ","https://cdn-cr.cgah.tnsi.com/certs/9a7b2a6d4386c07c3a93defdf06692adca9b47c8"
"472C","Everstream","Everstream SHAKEN 472C","https://cdn-cr.cgah.tnsi.com/certs/b1bc161ddcafa35c5036dfe9b37e9b7bc16c5bcd"
"4913","Vexus Fiber","Vexus Fiber SHAKEN Cert 4913","https://cdn-cr.cgah.tnsi.com/certs/97be1f553890f85d8a8bf06683588ce5061742f3"
"521F","ENA","ENA SHAKEN 521F","https://cdn-cr.cgah.tnsi.com/certs/7aa8c4e2c803fd15d04bf92150cb33500ec60820"
"521F","ENA","ENA SHAKEN cert 521F","https://cdn-cr.cgah.tnsi.com/certs/9250a80252020815b39f56087a0145eb69a4527e"
"5807","Verizon Data Services LLC","Verizon SHAKEN cert 5807","https://sti.verizon.com/vzwcert/vzshaken-01-2027.crt"
"5807","Verizon Data Services LLC","Verizon SHAKEN cert 5807","https://sti.verizon.com/vzwcert/vzshaken-02-2024.crt"
"5869","Syringa Networks","Syringa Networks SHAKEN Cert 5869","https://cdn-cr.cgah.tnsi.com/certs/f9a476014f036865318edcafd2156667825b4092"
"5932","Carolina West Wireless","Carolina West Wireless SHAKEN 5932","https://cdn-cr.cgah.tnsi.com/certs/2d6c7d95ae300fd6b02acec8bda8d6119ea390d8"
"5932","Carolina West Wireless","Carolina West Wireless SHAKEN Cert 5932","https://cdn-cr.cgah.tnsi.com/certs/35a1efb37497a631e809fad93c6ba2d86913e95c"
"600F","CBTS Technology Solutions LLC","CBTS Technology Solutions SHAKEN Cert 600F","https://cdn-cr.cgah.tnsi.com/certs/1fa17ac42885f55c6be50d2eb8b93b2a88085fa9"
"600F","Altafiber","Altafiber SHAKEN Cert 600F","https://cdn-cr.cgah.tnsi.com/certs/5bf43a66fdefa14ec681ce439ba5f70dce880ac3"
"6349","USCC","USCellular SHAKEN Cert 6349","https://robocall.sti.uscellular.com/certs/uscellular2024certchain.crt"
"6581","Cspire","Cspire SHAKEN Cert 6581","https://cdn-cr.cgah.tnsi.com/certs/2487f31aa2e09ad03fa91fa776793115d03392e9"
"6581","Cellular South Licenses  DBA C Spire","Cellular South Licenses SHAKEN Cert 6581","https://cdn-cr.cgah.tnsi.com/certs/d1af372b9cdb3ceba1f85f4ec3657797b3eb1c7f"
"660C","Hunter Communications ","Hunter Communications SHAKEN 660C","https://cdn-cr.cgah.tnsi.com/certs/7ac98ce362be7e0d6650ea43e17a8320e956b66a"
"660C","Hunter Communications","Hunter Communications Shaken Cert 660C","https://cdn-cr.cgah.tnsi.com/certs/f9f2d87b2253e0410fd2752c4f63bd582c46c1a8"
"665E","WOW Internet Cable and Phone","WOW Internet Cable and Phone SHAKEN Cert 665E","https://cdn-cr.cgah.tnsi.com/certs/086231fe3b29598f23fa70a5dd994ed7153040a1"
"665E","WOW Internet Cable and Phone","WOW Internet Cable and Phone SHAKEN 665E","https://cdn-cr.cgah.tnsi.com/certs/27c187b748655ad5d9d3a570aefb8db66d57f3eb"
"6692","Northeast Communications of Wisconsin","Northeast Communications of Wisconsin SHAKEN Cert 6692","https://cdn-cr.cgah.tnsi.com/certs/48d4fe9a7916f61f5a909f58cdde6d4ad5efbb5b"
"6692","Northeast Communications of Wisconsin ","Northeast Communications of Wisconsin SHAKEN Cert 6692","https://cdn-cr.cgah.tnsi.com/certs/b169a4a9dbb9ca311b83e2c9b0c04f1bd80e00d3"
"6874","Viaero Wireless","Viaero Wireless SHAKEN Cert 6874","https://cdn-cr.cgah.tnsi.com/certs/5da2f338f4df53a4a7212bae4465f45063b263b1"
"6874","Viaero Wireless","Viaero Wireless SHAKEN 6874","https://cdn-cr.cgah.tnsi.com/certs/707a2acb3852ef80a0144461abbbf848dfe45b51"
"6940","Appalachian Wireless","Appalachian Wireless SHAKEN 6940","https://cdn-cr.cgah.tnsi.com/certs/1ad08815a367305dc038359652947c0e17ee05ba"
"6940","Appalachian Wireless","Appalachian Wireless SHAKEN Cert 6940","https://cdn-cr.cgah.tnsi.com/certs/d180ac25a9b0d046adeaa25f62424c7be186c2ab"
"7008","Consolidated Telcom ND","Consolidated Telcom ND SHAKEN Cert 7008","https://cdn-cr.cgah.tnsi.com/certs/b6611ffc50b1fd72c8f64e468c93c1d5eea181e2"
"742D","Avid Communication","Avid Communication SHAKEN Cert 742D","https://cdn-cr.cgah.tnsi.com/certs/c63aca77c3a44dad9b6d8b9a53b4290e114140b8"
"7453","U. S. Telepacific Corp","U. S. Telepacific Corp SHAKEN 7453","https://qcall.meta.tpx.net/certs/tpx2024certchain.crt"
"7556","Northland Networks","Northland Networks SHAKEN Cert 7556","https://cdn-cr.cgah.tnsi.com/certs/b612c440f3a242d373cf151cef48cb787d8346d7"
"7608","Buckeye Telesystem Inc","Buckeye SHAKEN Cert 7608","https://cdn-cr.cgah.tnsi.com/certs/3c6ee1503f2b739a7b68a95572cba9a30bfad75f"
"7608","Buckeye ","Buckeye SHAKEN Cert 7608","https://cdn-cr.cgah.tnsi.com/certs/80ac3a7475bf118d59c0c864b846ca67cf17d5e9"
"7615","RCN","RCN SHAKEN Cert 7615","https://cdn-cr.cgah.tnsi.com/certs/91cb0b66fe231e4eb06ddad650a80f4f09cdfdc4"
"7615","RCN","RCN SHAKEN Cert 7615","https://cdn-cr.cgah.tnsi.com/certs/a23201bf22dbf58314c267f8d2dc304ff278000d"
"7785","GCI","GCI SHAKEN Cert 7785","https://cdn-cr.cgah.tnsi.com/certs/69fae8e574f06fb796e08c7b6ea847f2563cea5b"
"7785","GCI","GCI SHAKEN Cert 7785","https://cdn-cr.cgah.tnsi.com/certs/f4b0a304bfb6f3db28f8eab0011a9c643d91849a"
"7804","TDS Telecom","TDS Telecom SHAKEN Cert 7804","https://cdn-cr.cgah.tnsi.com/certs/35db85c681cd72f18e564492a27fd418bc58be28"
"7804","TDS Telecom","TDS Telecom SHAKEN Cert 7804","https://cdn-cr.cgah.tnsi.com/certs/9ce9430dbe64eaf1eded88e8494d43dd11ee6ae0"
"7857","Summit Broadband","Summit Broadband SHAKEN Cert 7857","https://cdn-cr.cgah.tnsi.com/certs/72e7a8638f6737698a15bdbd024fe37cad2501aa"
"786E","Telesystem","Telesystem SHAKEN Cert  786E","https://cdn-cr.cgah.tnsi.com/certs/1119f8a66803e30896e315d1e9766b55ab10e7f9"
"786E","Telesystem","Telesystem SHAKEN Cert 786E","https://cdn-cr.cgah.tnsi.com/certs/9a9d047943fd910a6df566d57af59a46a867276e"
"8331","CTS Telecom, Inc","CTS Telecom, Inc SHAKEN Cert 8331","https://cdn-cr.cgah.tnsi.com/certs/7813509dbefbc35fcd9a0c76b621f46290f5185f"
"846F","Mediacom Communications Corporation","Mediacom SHAKEN 846F","https://shaken.stir.mediacomcc.com/certs/mediacom2024certchain.crt"
"8839","Eatel","Eatel SHAKEN Cert 8839","https://cdn-cr.cgah.tnsi.com/certs/3dc4ef07987f8fb0892c9b426513c57173ed8c3e"
"9262","Utility Telecom Group, LLC","Utility SHAKEN 9262","https://cdn-cr.cgah.tnsi.com/certs/163df7e9d1e2d91487cc2788653619a671bc9187"
"9262","Utility Telecom Group, LLC","Utility SHAKEN Cert 9262","https://cdn-cr.cgah.tnsi.com/certs/40f8209b7db250928de2793d9848e67759fbd400"
"945H","Northeast Oklahoma Electric Cooperative, Inc","Northeast Oklahoma Electric Cooperative SHAKEN Cert 945H","https://cdn-cr.cgah.tnsi.com/certs/766ee42919612faa4f0d943be5a055664928eb77"
"956H","Encore Communications","Encore Communications SHAKEN Cert 956H","https://cdn-cr.cgah.tnsi.com/certs/7dd749ccd2d68458243cb752f8f94dc8d928d627"
"9809","Point Broadband Inc Bristol","Point Broadband Inc Bristol SHAKEN Cert 9809","https://cdn-cr.cgah.tnsi.com/certs/2aeba0ef7bc96ec8521d519c00854a8f850ddb3b"
"9915","Clearwave Communications","Clearwave SHAKEN Cert 9915","https://cdn-cr.cgah.tnsi.com/certs/3f50200812ae74381c792fbff3f17ef55608e51d"
"9915","Clearwave Communications","Clearwave SHAKEN 9915","https://cdn-cr.cgah.tnsi.com/certs/8c047baba4b6c6f319541b73856679bda03e801f"
