OCN,Org Name,CN,Cert
"678K","Express Teleservice Corp","SHAKEN 678K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11970.10261.pem"
"690J","Business Telecommunications Services Inc","SHAKEN 690J","https://stirshaken-m.bts.io/api/v1/certificates/bts_b3f8527d0c31ee0d9d9e19da01e8cf68.cer"
"692J","EssexTel","SHAKEN 692J","https://essextel.peeredge.com/cert/77FuFOFt.pem"
"697J","Coeo Solutions","SHAKEN 697J","https://prod001-prod011-cr.rbbnidhub.com/OesNvM4ngz/5"
"701J","Mash Telecom Inc","SHAKEN 701J","https://ssc.getsipnav.com/certs/6360eb56f50cdbbd5e72fd3bc20356e5c22ce9dc"
"701J","MASH Telecom Inc","SHAKEN 701J","https://ssc.getsipnav.com/certs/fa2b163da24e5aecea5f109e6b524a39af2cc186"
"704H","Convergia Inc","SHAKEN 704H","https://cr-uat.ccid.neustar.biz/ccid/authn/v2/certs/11646.10221.pem"
"704J","Clearly IP Inc","SHAKEN 704J","https://cr.xcastlabs.net/1742317921/xclsshaken.pem"
"704J","Clearly IP","SHAKEN 704J","https://r.stir.tel/704J/240425211751Z/cert.pem"
"7076","Midcontinent Communications","SHAKEN 7076","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11156.10339.pem"
"707J","TextNow Inc","SHAKEN 707J","https://pki.tncp.textnow.com/prod-2024/stir-shaken-textnow-cert.pem"
"707J","TextNow Inc","SHAKEN 707J","https://pki.tncp.textnow.com/prod/stir-shaken-textnow-cert.pem"
"709J","Low Latency Communications LLC","SHAKEN 709J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/77.438"
"710A","Allo Communications LLC","SHAKEN 710A","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11438.10257.pem"
"7126","Altice USA","SHAKEN 7126","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11615.10262.pem"
"715J","CoreDial, LLC","SHAKEN 715J","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11430.10576.pem"
"719k","925 Telecom LLC","SHAKEN 719k","https://ssc.getsipnav.com/certs/765ab8defea02c4a4de45048909cf0c21946154f"
"7379","Lingo Telecom, LLC. dba Lingo dba BullsEye","SHAKEN 7379","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11416.10440.pem"
"743J","Whisl Telecom LLC","SHAKEN 743J","https://ssc.getsipnav.com/certs/d9ad751ab84fa4cdfe5089e2cc2fb9859f142429"
"745J","TextMe Incorporated","SHAKEN 745J","https://textme-stirshaken.s3.us-west-2.amazonaws.com/textme-bundle_10-12-2024.cer"
"745J","TextMe Incorporated","SHAKEN 745J","https://textme-stirshaken.s3.us-west-2.amazonaws.com/textme-bundle_10-26-2023.cer"
"7575","Lumen","SHAKEN 7575","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11620.10266.pem"
"767J","Newmax, LLC dba Intermax Networks","SHAKEN 767J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/127.552"
"772J","VOIP ESSENTIAL LLC","SHAKEN 772J","https://ssc.getsipnav.com/certs/150ed90442e147b17a8647c157e6a00e195f87df"
"772J","VOIP Essential LLC","SHAKEN 772J","https://ssc.getsipnav.com/certs/ad15b9c0d66b8cfe87c330c29a4ccd24fd5c685b"
"775J","VoIP Stir PR LLC","SHAKEN 775J","https://cr.veriswitch.com/voipstir/b50788d49d9978e2a5df93656e4c5bb6.cer"
"775J","Voip Stir PR LLC","SHAKEN 775J","https://ssc.getsipnav.com/certs/6e4eb792ee6ef8c9cb9e23f1a1e4d9979896c3f2"
"782J","AM Communication Labs Inc","SHAKEN 782J","https://cr.veriswitch.com/amcom/0cc11d4d5142b1e7ef5957eb4c9020c8.cer"
"813J","RSCOM LTD","SHAKEN 813J","https://popglobal.46labs.com"
"819J","Crexendo Business Solutions","SHAKEN 819J","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/146.449"
"846B","Tim Ron Enterprises LLC","SHAKEN 846B","https://prod001-prod011-cr.rbbnidhub.com/OaPccQ6Mgz/STI-062024-846B"
"847J","LP Telecom","SHAKEN 847J","https://ssc.getsipnav.com/certs/f78ed183727bad58dd63a5a477a0deb116b83623"
"863J","Contact Center Specialists LLC","SHAKEN 863J","https://ssc.getsipnav.com/certs/c3ba6bd835e9d915f1c9d21f7fe1319bfebf2729"
"863J","Contact Center Specialists LLC","SHAKEN 863J","https://ssc.getsipnav.com/certs/d509b32d1990301002c39e0ac5f722be7aa4dcde"
"869J","SIPNEX Telecom LLC","SHAKEN 869J","https://ssc.getsipnav.com/certs/1650c6a6a3b5835925f3341eb8b029046ce383ee"
"869J","Sipnex Telecom LLC","SHAKEN 869J","https://ssc.getsipnav.com/certs/2db3a0741b6ec28d8c5db8b10d3fed456ac2b47f"
"871J","Third Base International Telecom LLC","SHAKEN 871J","https://ssc.getsipnav.com/certs/5f9a98adbc990059414e49b5b127c63af794b2a9"
"872J","CommPeak Limited","SHAKEN 872J","https://cdn.commpeak.com/sti/cmmpkusns"
"899J","Telco Connection","SHAKEN 899J","https://ssc.getsipnav.com/certs/a1944342b1cb473c5a0df15cc7c75731d1a0e761"
"899J","Telco Connection","SHAKEN 899J","https://ssc.getsipnav.com/certs/a3abaabae48b27b3d817385ff49f2858b6deaddd"
"917J","Avid Telecom LLC","SHAKEN 917J","https://ssc.getsipnav.com/certs/04f6fca4ed2cb2ba3395ab5c4de7d4573e3e6c54"
"939H","Commio","SHAKEN 939H","https://storage.googleapis.com/stirshaken/939h6112024.pem"
"939H","commio","SHAKEN 939H","https://storage.googleapis.com/stirshaken/939h6152023.pem"
"951J","Zultys Inc","SHAKEN 951J","https://zultys-pem-cert-2022.s3.amazonaws.com/77c9a883d0add03d43f2534413f32cba.pem"
"951J","Zultys Inc","SHAKEN 951J","https://zultys-pem-cert-2022.s3.amazonaws.com/91ac6d5d106cc23ac5aba3b88594c59f.pem"
"9555","Hypercube Networks LLC","SHAKEN 9555","https://46labsconvo.peeredge.com/cert/9lF0pGoJ.pem"
"9555","Intrado Corporation","SHAKEN 9555","https://46labsconvo.peeredge.com/cert/TOH7P0gL.pem"
"955G","LIBERTY CABLEVISION OF PUERTO RICO LLC","SHAKEN 955G","https://prod001-prod011-cr.rbbnidhub.com/MudcHJqGRz/LibertyJune2024"
"955G","LIBERTY CABLEVISION OF PUERTO RICO LLC","SHAKEN 955G","https://prod001-prod011-cr.rbbnidhub.com/MudcHJqGRz/Libertyjune2025"
"962J","Versatel LLC","SHAKEN 962J","https://cert.46labs.com/cert.pem"
"963J","Freevoice","SHAKEN 963J","https://freevoiceusa.com/963J_23"
"964J","AllClear Connect Inc","SHAKEN 964J","https://ssc.getsipnav.com/certs/b4ec00e21e2d97c0707f1c726d5358dd1ae3903b"
"973J","Vibratel","SHAKEN 973J","https://ssc.getsipnav.com/certs/2c80ab6c6b60bccb742a11f1ac57540f8ad29097"
"973J","Vibratel LLC","SHAKEN 973J","https://ssc.getsipnav.com/certs/7715b5c373bc6a30a853eba1c6d51103ceb883b2"
"997E","Bandwidth.com CLEC LLC","SHAKEN 997E","https://bw-shaken-cert-pub.s3.amazonaws.com/bw-shaken_20240429.pem"
"997E","Bandwidth.com CLEC LLC","SHAKEN 997E","https://bw-shaken-cert-pub.s3.amazonaws.com/bw-shaken_20250415.cer"
